Gene,Accession,Chromosome,End,Start,Strand,fit_alpha,fit_beta,fit_gamma,fit_U_switch,fit_likelihood,fit_scaling
Foxp1,Foxp1,6,99435345,98925342,-,0.6664060221534991,0.010961856234862635,0.014520342322447675,58.06425526704342,0.5186742434192291,0.5581089107238231
Herpud1,Herpud1,8,94395358,94386500,+,1.9357826249089678,0.015430873378945945,0.03541707204325544,124.19418859820789,0.47771075835308263,18.115111504759412
Tmem209,Tmem209,6,30509706,30481233,-,0.4203231097536315,0.012572493915287456,0.010182767089095525,33.097640091129136,0.4487204641261248,6.454327661032433
Fam188b,Fam188b,6,55320222,55203383,+,0.620634833520506,0.008880269114820396,0.01832882007230097,69.19030011825579,0.5043558220993714,2.9224156860141326
Pdia4,Pdia4,6,47813512,47796141,-,1.8059785915934525,0.012141427923938372,0.009704107298346785,147.2577045202738,0.3425426142551521,6.056495593551412
Cers4,Cers4,8,4526079,4493405,+,0.6332034848937843,0.01080945076977948,0.015495666815489773,57.99290485668543,0.49385819443988943,2.840099239575683
Spred1,Spred1,2,117179336,117121450,+,3.5085279735750725,0.02571896403641567,0.10449874444401505,135.05375601137155,1.1461023739019303,6.968434950886262
Hpca,Hpca,4,129121740,129111575,-,3.764044518315896,0.048343246277519604,0.08710586138856094,77.08220610053603,0.5786012716425306,21.759228792484564
Nrxn1,Nrxn1,17,91092802,90033644,-,2.424851155022554,0.015317877118558592,0.05546987504367125,156.71901692982274,1.3965492602876892,0.2968089154391209
Trps1,Trps1,15,50890041,50654759,-,0.433628482276593,0.016085125140871372,0.019897338290899624,26.6887695118405,0.43123725965046056,0.35616474464724035
Rab15,Rab15,12,76822524,76797963,-,0.4078627139576379,0.02671430090333824,0.023725763233700767,15.114903746839369,0.4986363027566309,3.0528263969353038
Kcnn3,Kcnn3,3,89672494,89520164,+,1.2258737076747128,0.03715800691053408,0.0637238091246301,32.66092752283527,0.7655291006795286,0.8612191261251613
Zdhhc2,Zdhhc2,8,40484842,40423815,+,13.05608587458699,0.05415889792633922,0.2210627571693378,238.65930642497474,0.793205597382118,5.207245477430438
Srxn1,Srxn1,2,152111376,152105524,+,,,,,0,0
Fyn,Fyn,10,39565374,39369799,+,3.104012985007743,0.01611134031323748,0.030518520776870697,190.49481220334624,1.0575171613375955,0.4609958639629792
Glb1,Glb1,9,114474377,114401119,+,0.3987905274839615,0.013189565627779806,0.014649694362915711,29.932951042571887,0.3889739039727648,3.539614131910153
Psrc1,Psrc1,3,108388231,108383804,+,11.518919474680287,0.13494571844035003,0.21505330600893585,84.50605481769522,1.3850129977449714,26.072357896311956
Ptprg,Ptprg,14,12242039,11553553,+,1.3077070274114901,0.021337772672671132,0.05084778164135648,60.6731535196972,0.5763427336825431,0.4788788672899613
Sparcl1,Sparcl1,5,104114088,104079109,-,,,,,0,0
Ccng1,Ccng1,11,40755286,40748552,-,1.0433068099755294,0.019246610522151857,0.02244065863011454,53.66522799882034,0.4521364751322123,31.733108127160634
Lin28b,Lin28b,10,45470201,45376619,-,2.045659260866164,0.03306351828959028,0.08241184540070941,61.251880411502285,0.6844376748370046,2.2396590433105317
Atp8a1,Atp8a1,5,67847431,67618141,-,2.5700720595257707,0.03858065304213148,0.0488864846374333,65.94941086538807,0.42004228708740093,0.7160168915879906
Zfp39,Zfp39,11,58904225,58888153,-,0.5301652337625331,0.04692962451112031,0.037545248192896785,11.184056699634098,0.5662556093277749,7.853272725440631
Cenpl,Cenpl,1,161086343,161070892,+,6.757623353964074,0.03459473406904862,0.09548555729648753,193.38339491413853,0.535148774638524,28.226772519569693
Unc79,Unc79,12,103183997,102948859,+,2.35855281416025,0.07035326043141132,0.09879461268443536,33.189183723688956,0.8668734745937177,0.2562501578772745
Daam2,Daam2,17,49564337,49456022,-,2.153267229059426,0.07679502534076224,0.07572640916371107,27.758758426209187,0.753417516083007,1.1944657369002012
Fbxl16,Fbxl16,17,25821265,25809085,+,3.0659197981446185,0.021502355938293773,0.04580791476300571,141.15944359183658,0.7297182112093357,4.033852104772084
Tmem129,Tmem129,5,33657832,33653216,-,0.35642840803078607,0.006941233488633006,0.00781146011471047,50.83593925032633,0.42868002832121854,25.24880778775946
Slc26a2,Slc26a2,18,61211596,61196854,-,,,,,0,0
Fgfr1,Fgfr1,8,25575714,25518772,+,1.5030066828210322,0.04027357667127733,0.051917821157744404,36.9467213736204,0.6114777656362983,2.0255669669146816
Plxnd1,Plxnd1,6,115995005,115954811,-,1.8080370733980902,0.016748093389778642,0.0157997152693574,106.87525206639458,0.5553900849537838,8.264562503348836
Megf6,Megf6,4,154275721,154170713,+,3.402312943355475,0.04422773595596171,0.07830848301247713,76.15786205461166,0.8717728799636345,3.3856167132543984
Polr1b,Polr1b,2,129126595,129100996,+,0.5312655593070448,0.023712508691873992,0.018932177075033824,22.180398984701792,0.4602510854991326,8.956135288128927
Cask,Cask,X,13846541,13517082,-,8.576781091951297,0.023758689423311753,0.07887753021106073,325.795689332523,0.7415195652524964,2.552127938897173
Fam198b,Fam198b,3,79946278,79885930,+,,,,,0,0
Dlx5,Dlx5,6,6882068,6877805,-,3.2749709659089636,0.059635558361545396,0.06389428444566546,54.36724909312738,0.560810204196419,17.562562120314006
9430015G10Rik,9430015G10Rik,4,156127263,156109998,+,0.6420516416462101,0.01266110387910608,0.017936829699623777,50.20345234499615,0.4555816843674879,7.459769960143624
Pdia6,Pdia6,12,17284770,17266595,+,8.05173055516261,0.040923786495951804,0.03399604345048315,194.78190881480384,0.3673752459813367,22.381159793713238
1700025G04Rik,1700025G04Rik,1,152090320,151884524,-,4.280084862417892,0.02279961287452805,0.09357996509388954,185.8489456427415,1.0669962979177374,1.8568166679408722
Slc35g2,Slc35g2,9,100571085,100552188,-,1.3748234378763498,0.05813007785605655,0.05580875895321282,21.556779910961986,0.5278080671961579,12.29346250992104
Scg3,Scg3,9,75684056,75643366,-,2.1435306481021046,0.028337832105441316,0.023922060756538393,74.88559229672363,0.5552447137635336,6.5962195364419465
Parva,Parva,7,112591688,112427706,+,1.7388006565170893,0.023087635939105445,0.02432881508639866,74.55993565093509,0.4386142030818114,2.010811712887019
Fam92b,Fam92b,8,120177469,120166397,-,3.042486277116881,0.02178979198993579,0.07371611748729946,138.23268325539385,0.9955790506255144,11.251066621567308
Erlin1,Erlin1,19,44069785,44034943,-,0.47451447063258223,0.017057739333737942,0.020574351613347582,27.539952202054998,0.5595116647364258,4.183157116637796
Exoc6b,Exoc6b,6,85069513,84618486,-,3.0503803954386837,0.0190374315165548,0.07703568152725937,158.62836269999113,0.5180275381441724,1.0612572464437462
Madd,Madd,2,91183047,91137360,-,2.114481119594342,0.030377330905232675,0.03662427472389194,68.91113359922643,0.6393782539686697,5.40593558063753
Apbb1,Apbb1,7,105581653,105558465,-,1.8561121518071175,0.010819517742768698,0.01288134614950673,169.83668532889894,0.6289502589762003,11.568425150432894
Smug1,Smug1,15,103163284,103153290,-,0.3087679564323628,0.016961865444064115,0.011874532149636826,18.021619018031622,0.40245282414054545,8.223335047195505
Mboat2,Mboat2,12,24960299,24831599,+,0.9234453210862356,0.008018202068527972,0.024972500284430068,112.8594441445704,0.41375117832996033,2.8532278767956356
Rundc3b,Rundc3b,5,8622952,8490336,-,1.8748654716567243,0.05073268973878257,0.10656143034589116,36.586209532692095,0.6933218439425712,2.1126475926520074
Tmem175,Tmem175,5,108647770,108629810,+,1.3425456848088684,0.03240051103261509,0.05752445097503187,41.021582240565806,0.4491555039431331,3.847270154413202
Zscan21,Zscan21,5,138134259,138116905,+,3.9316787290147395,0.03619431682564713,0.05717996078843786,107.54069376346072,0.4665230703263384,13.39232396408576
Rab3c,Rab3c,13,110280206,110054187,-,1.8059203594385191,0.014446533754781943,0.04776505660192551,123.7571023050657,0.9344888323644287,1.936030411289845
Hmcn1,Hmcn1,1,150993435,150562502,-,11.253125154486948,0.20478146808665346,0.26150187897827,54.402353919193146,0.8263141644349467,0.5649377831667919
Nup160,Nup160,2,90736328,90677215,+,8.133891267831496,0.04873146026288759,0.15503380636621292,165.24340357774506,0.5307517499891501,7.688274205642347
Lgals8,Lgals8,13,12461738,12439415,-,0.6162661481486845,0.04030089146330311,0.031739717278478366,15.138709455664058,0.5375127389166423,4.101072739136782
Zfp869,Zfp869,8,69716902,69705137,-,0.7959082119456306,0.03268926303950337,0.02340376238333236,24.104218222172108,0.42416063390551456,12.445659049683076
Prkca,Prkca,11,108343888,107933387,-,2.245652284096201,0.038898849673443765,0.05787168045446523,57.15325208634676,0.682256672838357,0.154057789738636
Olfm1,Olfm1,2,28230736,28193093,+,2.1693952114062407,0.02530755014694384,0.03080349303699815,84.86405230146453,0.43494277399684705,9.237970077840288
Zfp930,Zfp930,8,69230539,69209046,+,0.5368050451371038,0.022185434290639527,0.022889224379454513,23.954320105870387,0.44734309177843157,3.463902708443757
Pvt1,Pvt1,15,62250975,62037987,+,0.728086566922838,0.009834365385525918,0.029510959418090614,73.29458211045132,0.6539918881755531,0.6489360197495304
Plekha6,Plekha6,1,133303435,133246097,+,1.1183983695671513,0.033088740931647403,0.04667296374093367,33.461967868728884,0.7645502515666048,2.714780149461326
Tpk1,Tpk1,6,43666175,43345007,-,0.6830874799509038,0.025997544351753797,0.04505579436667976,26.01232624133496,0.45028317044300825,0.7954536713282483
Frrs1,Frrs1,3,116903750,116859567,+,0.4273727595864911,0.02487451353897797,0.03017436605061385,17.009338949589374,0.4526626079906169,2.7553086160065092
A430033K04Rik,A430033K04Rik,5,138648905,138622859,+,0.5052421388541836,0.027743230522481524,0.025789664323997492,18.029252831977036,0.501216538590869,3.4786400221060116
Zbtb20,Zbtb20,16,43619123,43247284,+,5.9393597327870555,0.0422643208970661,0.152023736195372,139.12363929328768,0.8900894168434165,0.6245287369475926
Pcca,Pcca,14,122889944,122534328,+,1.3973590651193342,0.02100277008704112,0.054791234625752985,65.86681036525276,0.41613315566851466,2.1976227516016893
Adal,Adal,2,121156678,121142141,+,1.0129965574825346,0.029676543815316547,0.048077278785488946,33.79324082173321,0.41570748672924274,7.60718928213061
Pik3c3,Pik3c3,18,30348120,30272896,+,0.4364857905170916,0.015129309869741737,0.015932822234179148,28.561840317392953,0.3807545475794213,2.300564991891915
Endod1,Endod1,9,14381242,14353990,-,,,,,0,0
Zfp438,Zfp438,18,5334439,5210031,-,0.36283426307668715,0.008388672684488362,0.01718846919538981,42.820352391402054,0.5176757873351672,2.288615293057849
Elovl6,Elovl6,3,129638493,129532386,+,3.6253820128592165,0.016917574404473175,0.04544562130643594,212.1538293209234,0.5021679708918978,4.843150919793146
Sept3,Sept3,15,82294442,82274935,+,1.966608710218622,0.012997718832947962,0.02447105308074672,149.79110166478785,0.5918988689571412,10.203912098635904
Acss1,Acss1,2,150668240,150618111,-,4.346601932929805,0.060214190983086474,0.12858855488054444,71.4638168070582,0.6502606590082641,3.8501702485901825
Tbc1d1,Tbc1d1,5,64351486,64160211,+,0.7135092679849241,0.020832538979747933,0.022698295099270425,33.90725326335723,0.5930137124170114,1.4982344248908497
Casp2,Casp2,6,42282496,42265039,+,3.681307745678834,0.03019174003336863,0.04215148477338273,120.71164709930808,0.5048167646673425,15.582408813774094
Pcyt1b,Pcyt1b,X,93749948,93654863,+,1.1281579200070773,0.03712739402484839,0.049667901252380214,30.082271329345403,0.6386779101579113,3.273372658645863
Zfp58,Zfp58,13,67500522,67490167,-,1.095661030385018,0.031447895554644965,0.04692252623753547,34.49211468526876,0.44387082091001795,8.994028422162202
Kif13a,Kif13a,13,46929718,46749088,-,0.6575843254347378,0.019861897400432465,0.02437165238048307,32.776751840748894,0.40469932751884674,0.8318545457278507
Tmtc2,Tmtc2,10,105574479,105187664,-,3.514736627422369,0.034145819907022604,0.10137851146023072,101.90381342790702,0.6647315904217876,0.3701286243140736
Tshz1,Tshz1,18,84086562,84011627,-,1.4067465345019192,0.03172278764926702,0.04418975944525978,43.901534901491516,0.6521517261618693,0.7335564630232113
Mgat3,Mgat3,15,80215519,80173721,+,0.9351491249110883,0.03364751367822173,0.03229349006395449,27.514592683298247,0.42733844141263805,2.825865155036014
Dock4,Dock4,12,40846488,40446053,+,1.1340043816556384,0.014165233791031307,0.023765260438502165,79.25491060725697,0.7362329764639122,0.06945659668122245
Rock2,Rock2,12,16988274,16894978,+,1.6143801646822238,0.02829219770007303,0.04054320113640828,56.490357517587825,0.43634196438710343,1.7800393822688338
Klhl5,Klhl5,5,65168142,65131231,+,4.547461623716505,0.041155120213272445,0.10943308871304164,109.39069025067404,1.001806454856503,7.986508799296994
Smtnl2,Smtnl2,11,72411713,72390114,-,3.3192024281230714,0.1523033884526721,0.09485711549642771,21.57542545327519,0.7253095146044268,6.739271831466841
Zswim3,Zswim3,2,164822127,164805114,+,0.9132424175120104,0.05212933003314428,0.04748397524283227,17.343595107822203,0.4476025774305192,4.999380407324767
AI597479,AI597479,1,43115946,43098710,+,2.7001915912353427,0.0878190214654454,0.04919001396807153,30.439757022057265,0.5161094903711072,17.154369771436293
2810474O19Rik,2810474O19Rik,6,149335663,149309414,+,0.4991754685488221,0.012181970855793428,0.011669872259176218,40.566811373408676,0.5132983007573529,4.698606172863076
Axl,Axl,7,25788733,25756500,-,2.0633227369723,0.03558885476538852,0.04836710084320931,57.39688796024896,0.6403654525350887,11.15261221556164
Mlh1,Mlh1,9,111271608,111228228,-,0.33623268303952236,0.011377273088546191,0.011607863923708332,29.257481438521218,0.4769097128278584,3.731810219462041
D3Ertd254e,D3Ertd254e,3,36170341,36151080,+,0.3590181278653273,0.021774988604925882,0.014634105054479643,16.322761542399615,0.4100970143360479,13.466213934350304
Acsl5,Acsl5,19,55296628,55253369,+,3.7696735191403965,0.037644040333534586,0.06941382039271687,99.13858212037938,0.43261275128221993,6.053760982947759
Lpar4,Lpar4,X,106933899,106920625,+,1.3130546939290002,0.04819145388953122,0.028519666731877957,26.974163302263367,0.6932667021455028,3.668691683559998
Fkbp14,Fkbp14,6,54593128,54577605,-,0.23576749950952716,0.010716248836457134,0.00976093605335625,21.780926150236617,0.4295506784576711,3.754409105565304
Lasp1,Lasp1,11,97838764,97799672,+,3.908574084817404,0.03691161768524904,0.03389397451670673,104.8311774619293,0.46796106904689705,16.244716924263997
Ndrg4,Ndrg4,8,95715119,95703037,+,2.15317428368162,0.044834708619228586,0.04892841091011786,47.54447182758294,0.4282077780720107,10.612531140051694
Fndc3a,Fndc3a,14,72710003,72537953,-,3.198044262288066,0.015235041605984875,0.03727814915346423,207.81458308728486,0.6446847707992718,4.037656894002685
Asns,Asns,6,7693182,7675171,-,1.059576352785391,0.02087896485102093,0.018633664433718142,50.24102472236522,0.4674439150485578,16.451794037546932
Faxc,Faxc,4,22001461,21931326,+,1.8224766341075893,0.016096767675693662,0.029903879030953918,112.08783677054359,0.4237999804179301,4.133871892869944
Prkd3,Prkd3,17,79020816,78949405,-,3.3597633557117113,0.06590847833565167,0.08000812829089841,50.46643172696921,0.5661998178425676,3.6254147452073293
Ddx39,Ddx39,8,83723351,83715177,+,4.413621717760339,0.018533253118394828,0.02906159226705572,235.76462656984305,0.5107155864455453,56.828960814687505
Dse,Dse,10,34207551,34151393,-,1.5110497724267145,0.06190787893882501,0.07197801083708084,24.16395619337366,0.4845309588812398,3.3804089228755103
Ccdc91,Ccdc91,6,147632612,147475871,+,0.6868062506229716,0.009539865756435874,0.01847201147396782,71.27334969656525,0.39791171786623314,3.4428407928725253
Ptprr,Ptprr,10,116274929,116018363,+,1.5470130178519736,0.04124086194734787,0.06513088732803853,37.13653923210363,0.7532571931961634,0.7853608687024298
Tfdp2,Tfdp2,9,96323646,96196275,+,4.704992378472554,0.01577251540238833,0.055327011933454844,295.320203268434,0.6334114784963097,10.37738229306504
Pygl,Pygl,12,70227683,70190815,-,1.6805134551155856,0.0990618540952267,0.06720927942807532,16.794641446596902,0.6412713822438405,5.75909720803638
Dnajc9,Dnajc9,14,20388910,20384638,-,5.199483614038577,0.04661114923633267,0.04456145880852051,110.4347106268258,0.5670451507668814,17.40415686531498
Dis3l,Dis3l,9,64341257,64306756,-,0.3022419564569075,0.011325589003237851,0.011356529493908118,26.419777091221928,0.3915360607709753,3.469448656890271
Ckmt1,Ckmt1,2,121363737,121358641,+,1.0385727837889451,0.04731015575799244,0.050472860464690086,21.732903633008156,0.4762607453142724,5.693005522648175
Cox4i2,Cox4i2,2,152765037,152754173,+,5.516367205141515,0.04774407548417039,0.1058322455868439,114.38494677524481,1.3249652779831695,7.763038866334003
Orc2,Orc2,1,58505109,58462771,-,7.353768699794622,0.04247305583701881,0.10016617057994359,171.40822267964404,0.5523824790345304,8.773939883551822
Gatsl2,Gatsl2,5,134141758,134099748,+,1.1305703386366643,0.011759328528049565,0.015240499367316427,95.18099886235103,0.524079060225458,1.7473758783848665
Aplp1,Aplp1,7,30445582,30434980,-,2.2599911338650944,0.034991084628202225,0.0368975696132885,63.94175105744347,0.5775262559701201,25.83326900428234
Prkdc,Prkdc,16,15842239,15637866,+,2.6635282520847112,0.0157517165004132,0.054004527641543815,167.40353151319687,0.515063752850279,6.673804603033265
Hace1,Hace1,10,45712345,45577829,+,0.7377407699273258,0.016346671471049654,0.035833608118372794,44.67963790191438,0.464511251675047,2.0309872137370895
Tmem48,Tmem48,4,107414338,107367784,+,1.045552753604842,0.02314866206302,0.027438150983558614,44.71520743837554,0.6832579007956492,5.422169538800686
Olfml2b,Olfml2b,1,170682789,170644532,+,1.1574093243803538,0.028493228226579303,0.035694377741708645,40.21430011456835,0.5474952739594164,3.8236223199894104
